"ROM","PRESET #","PRESET NAME","RIFF NAME","ARP NAME","PRESET LAYER","INST #","INST NAME","SAMPLE NAMES"
"2500","1","arp:Guitartar","KEY-C3","4rthOf5th","1","178","gtr:Mutes","Gtr Mute E2 -- Gtr Mute E4"
"2500","1","arp:Guitartar","KEY-C3","4rthOf5th","2","192","gtr:Riff 3","Gtr Riff 3"
"2500","2","kit:D&B Tight","KIT-Drum-Bass 3a","Classical 1","1","630","kit:Acoustic 1&2","Kick Sweet Tite -- Rim Shot -- Tight Snare -- Dry Ring Snare -- Snare Nicey -- Low Dry Tom -- Lite Hat Tight -- Low Dry Tom -- Lite Hat Tight -- Hi Dry Tom -- Lite Hat Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Kick Sweet Tite -- Triple Roll -- Cymbal 12""Splash -- Stick Start -- Cymbal 14"" Crash -- Fingersnap -- Lite Hat Open -- Snare Roll -- Fat Kick -- Side Stick -- Snare Rim Mono -- Tight Snare -- Snare Rim Mono -- Low Dry Tom -- HH Foot -- Low Dry Tom -- HH Foot -- Hi Dry Tom -- HH Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Tam Tam -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Fingersnap -- Cymbal 14"" Crash -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Tambourine -- Snare Nicey -- Snare Gated Rvrb"
"2500","2","kit:D&B Tight","KIT-Drum-Bass 3a","Classical 1","2","631","kit:Acoustic 3&4","Fat Kick -- Side Stick -- Rimshot Snare 2 -- Rimshot Snare 1 -- Rimshot Snare 2 -- Low Dry Tom -- HH Jazz Tight -- Low Dry Tom -- HH Jazz -- Hi Dry Tom -- HH Jazz -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Tam Tam -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Fingersnap -- Cymbal 14"" Crash -- Tambourine -- 909 Trashy -- Snare Gated Rvrb -- Gated K Verb -- Low Dry Tom -- Low Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 12""Splash -- Dyna Kick -- Side Stick -- Dyna Snare -- Snare Gated Rvrb -- DS4 Snare CS -- Low Dry Tom -- HH Closed -- Low Dry Tom -- HH Foot -- Hi Dry Tom -- HH Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Cymbal 14"" Crash -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Woodblock 1 -- Cymbal 12""Splash -- Room Tom -- Tambourine -- Room Tom -- Hat Closed -- Room Tom -- Hat Pedal -- Hat Lite OpenMid -- Room Tom -- Room Tom -- Room Tom -- Room Tom -- Tam Tam"
"2500","2","kit:D&B Tight","KIT-Drum-Bass 3a","Classical 1","3","711","prc:Kick 58","909 Kick 4"
"2500","2","kit:D&B Tight","KIT-Drum-Bass 3a","Classical 1","4","453","hit:Game Hit","Super Game Blip"
"2500","3","str:Golden","STR-TronStrings","Diddy 2","1","213","str:Section","SectionStringB0 -- SectionStringE1 -- SectionStringA1 -- SectionStringD2 -- SectionStringG2 -- SectionStringC3 -- SectionStringF3 -- SectionStringA#3 -- SectionStringD#4 -- SectionStringG#4"
"2500","3","str:Golden","STR-TronStrings","Diddy 2","2","215","str:Tron","Tron Strings C3 -- Tron Strings G3 -- Tron Strings C4 -- Tron Strings G4 -- Tron Strings C5"
"2500","4","bas:Sustainer","BAS-Mod da Wheel","Aud Endo","1","134","bas:Finger 1","Finger Bass 1 E0 -- Finger Bass 1 A0 -- Finger Bass 1 D1 -- Finger Bass 1 G1 -- Finger Bass 1 C2 -- Finger Bass 1 G2 -- Finger Bass 1 C3 -- Finger Bass 1 F3 -- Finger Bass 1 F5"
"2500","4","bas:Sustainer","BAS-Mod da Wheel","Aud Endo","2","141","bas:Slap 5","Lewis Slap E0 -- Lewis Slap A0"
"2500","5","gtr:Clean String","GTR-Nylonistic","Focus Up","1","174","gtr:Electric 1","Elec.Guitar 1 E1 -- Elec.Guitar 1 A1 -- Elec.Guitar 1 D2 -- Elec.Guitar 1 G2 -- Elec.Guitar 1 B2 -- Elec.Guitar 1 E3 -- Elec.Guitar 1 A3 -- Elec.Guitar 1 G5"
"2500","5","gtr:Clean String","GTR-Nylonistic","Focus Up","2","217","str:Matrix Synth","MatrixStrings C3 -- MatrixStrings G5 -- JupiterStringsA6"
"2500","6","bts:Foggy","BTS-Foggy","Shape up","1","518","sfx:Riff Trip","Riff Trip Gb"
"2500","6","bts:Foggy","BTS-Foggy","Shape up","2","630","kit:Acoustic 1&2","Kick Sweet Tite -- Rim Shot -- Tight Snare -- Dry Ring Snare -- Snare Nicey -- Low Dry Tom -- Lite Hat Tight -- Low Dry Tom -- Lite Hat Tight -- Hi Dry Tom -- Lite Hat Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Kick Sweet Tite -- Triple Roll -- Cymbal 12""Splash -- Stick Start -- Cymbal 14"" Crash -- Fingersnap -- Lite Hat Open -- Snare Roll -- Fat Kick -- Side Stick -- Snare Rim Mono -- Tight Snare -- Snare Rim Mono -- Low Dry Tom -- HH Foot -- Low Dry Tom -- HH Foot -- Hi Dry Tom -- HH Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Tam Tam -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Fingersnap -- Cymbal 14"" Crash -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Tambourine -- Snare Nicey -- Snare Gated Rvrb"
"2500","6","bts:Foggy","BTS-Foggy","Shape up","3","134","bas:Finger 1","Finger Bass 1 E0 -- Finger Bass 1 A0 -- Finger Bass 1 D1 -- Finger Bass 1 G1 -- Finger Bass 1 C2 -- Finger Bass 1 G2 -- Finger Bass 1 C3 -- Finger Bass 1 F3 -- Finger Bass 1 F5"
"2500","6","bts:Foggy","BTS-Foggy","Shape up","4","21","epo:EP Roll 3","EP Chord"
"2500","7","led:UnderTone","LED-Ethereosity","MoreFocus","1","349","wav:Worm Lead 6","Worm 13 C3 -- Worm 14 C4 -- Worm 11 G6 -- Worm 10 C6"
"2500","7","led:UnderTone","LED-Ethereosity","MoreFocus","2","400","pad:Under Pad FM","Under Pad FM"
"2500","8","key:Piano Grand","KBD-StereoGrand2","FearOfFallin","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","8","key:Piano Grand","KBD-StereoGrand2","FearOfFallin","2","353","wav:Sine Inv Sqr","Sine Inv ^2 E2 -- Sine Inv ^2 E4 -- Sine Inv ^2 E6 -- Sine Inv ^2 E7"
"2500","9","brs:Section 8","BRS-Brass&Bari","On the Hunt","1","226","brs:Trombone","Trombone B1 -- Trombone E2 -- Trombone A2 -- Trombone D3 -- Trombone G3 -- Trombone C4 -- Soft Trumpet D6"
"2500","9","brs:Section 8","BRS-Brass&Bari","On the Hunt","2","227","brs:Tuba","Tuba F#0 -- Tuba F#0 -- Tuba F#0 -- Tuba D1 -- Tuba F#1 -- Tuba A#1 -- Tuba A#1 -- Tuba A#1 -- Tuba A#1 -- Tuba A#1 -- Tuba A#1 -- Tuba A#1 -- Tuba C4 -- Tuba C4 -- Tuba C4 -- Tuba C4"
"2500","9","brs:Section 8","BRS-Brass&Bari","On the Hunt","3","222","brs:Soft Trumpet","Soft Trumpet A2 -- Soft Trumpet D3 -- Soft Trumpet G3 -- Soft Trumpet F4 -- Soft Trumpet A#4 -- Soft Trumpet D6"
"2500","9","brs:Section 8","BRS-Brass&Bari","On the Hunt","4","223","brs:Hard Trumpet","Hard Trumpet C3 -- Hard Trumpet E3 -- Hard Trumpet F#3 -- Hard Trumpet A#3 -- Hard Trumpet D#4 -- Hard Trumpet A4 -- Hard Trumpet A5"
"2500","10","syn:ThikPlsLayer","SYN-Bender","Short Up","1","512","sfx:Loop 7","FX 7"
"2500","10","syn:ThikPlsLayer","SYN-Bender","Short Up","2","271","vox:Choir Wave","Choir Wave C3"
"2500","10","syn:ThikPlsLayer","SYN-Bender","Short Up","3","361","wav:Pulse 75%","Pulse 75% C0 -- Pulse 75% F0 -- Pulse 75% A#0 -- Pulse 75% D#1 -- Pulse 75% G#1 -- Pulse 75% C#2 -- Pulse 75% F#2 -- Pulse 75% B2 -- Pulse 75% E3 -- Pulse 75% A3 -- Pulse 75% D4 -- Pulse 75% G4 -- Pulse 75% C5 -- Pulse 75% F5 -- Pulse 75% D6"
"2500","11","vox:Christmas","VOX-Pop Oohs","Evil Bellz","1","1,153","prc:Misc 12","Agogo Low Tone"
"2500","11","vox:Christmas","VOX-Pop Oohs","Evil Bellz","2","265","vox:Pop Aahs","Aahs D#2 -- Aahs A2 -- Aahs D#3 -- Aahs F#3 -- Aahs C4 -- Aahs D#4 -- Aahs C3 -- Aahs F6"
"2500","11","vox:Christmas","VOX-Pop Oohs","Evil Bellz","3","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","11","vox:Christmas","VOX-Pop Oohs","Evil Bellz","4","627","prc:Carillon","Carillon C6"
"2500","12","hit:RingaDinDing","WND-Ocarina a","Minor 1","1","400","pad:Under Pad FM","Under Pad FM"
"2500","12","hit:RingaDinDing","WND-Ocarina a","Minor 1","2","455","hit:Bell Hit","Bell Hit"
"2500","12","hit:RingaDinDing","WND-Ocarina a","Minor 1","3","457","hit:Metal Hit","Metal Strike"
"2500","13","wnd:Reeds&String","CMB-Spiritphone","Get Out","1","213","str:Section","SectionStringB0 -- SectionStringE1 -- SectionStringA1 -- SectionStringD2 -- SectionStringG2 -- SectionStringC3 -- SectionStringF3 -- SectionStringA#3 -- SectionStringD#4 -- SectionStringG#4"
"2500","13","wnd:Reeds&String","CMB-Spiritphone","Get Out","2","248","wnd:Clarinet","Clarinet E2 -- Clarinet A#2 -- Clarinet C#3 -- Clarinet E3 -- Clarinet G3 -- Clarinet A#3 -- Clarinet C#4 -- Clarinet E4 -- Clarinet G4 -- Clarinet A#4 -- Clarinet C#5 -- Clarinet E5"
"2500","13","wnd:Reeds&String","CMB-Spiritphone","Get Out","3","250","wnd:English Horn","English Horn F2 -- English Horn B2 -- English Horn D#3 -- English Horn G3 -- English Horn G6"
"2500","14","prc:Q Stick","PRC-Snare 1","Fine Line","1","495","sfx:Q Snap","Filter Snap"
"2500","15","bpm:Trekia","PAD-Sophia","Simply 2","1","136","bas:Picked","GS Bass Neck E1 -- GS Bass Mid A0 -- GS Bass Mid D1 -- Picked Bass G1 -- Picked Bass G4 -- Picked Bass G5"
"2500","15","bpm:Trekia","PAD-Sophia","Simply 2","2","217","str:Matrix Synth","MatrixStrings C3 -- MatrixStrings G5 -- JupiterStringsA6"
"2500","16","pad:Japan Town","STR-Japanman","Reed","1","220","str:Koto","Koto G2 -- Koto D3 -- Koto G3 -- Koto G5"
"2500","16","pad:Japan Town","STR-Japanman","Reed","2","215","str:Tron","Tron Strings C3 -- Tron Strings G3 -- Tron Strings C4 -- Tron Strings G4 -- Tron Strings C5"
"2500","16","pad:Japan Town","STR-Japanman","Reed","3","246","wnd:Flute","Flute D3 -- Flute D4 -- Flute D5 -- Flute A5"
"2500","16","pad:Japan Town","STR-Japanman","Reed","4","516","sfx:Music Crowd","Grit Crowd Pad"
"2500","17","sfx:At the Races","KEY-C3 (4 Bars)","Short Up","1","338","wav:Pop Square","PopSquareLead C2 -- PopSquareLead C5"
"2500","17","sfx:At the Races","KEY-C3 (4 Bars)","Short Up","2","292","wav:ARP Lead","ARP Lead C#4 -- ARP Lead C#6"
"2500","17","sfx:At the Races","KEY-C3 (4 Bars)","Short Up","3","388","syn:P5 Brass","P5 Brass C1 -- P5 Brass D#2 -- P5 Brass A4 -- P5 Brass A6"
"2500","18","bas:Sub Blipper","BAS-Mr. Clean","Look Up","1","327","wav:Blipper","Blipper B0 -- Blipper B4"
"2500","19","key:DownTheRhodz","KBD-Piano&Strng1","FearOfFallin","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","19","key:DownTheRhodz","KBD-Piano&Strng1","FearOfFallin","2","7","epo:DynoRhodesHd","DynoEP Hard C1 -- DynoEP Hard D#1 -- Dyno EP Hard F#1 -- DynoEP Hard A1 -- DynoEP Hard C2 -- DynoEP Hard D#2 -- DynoEP Hard F#2 -- DynoEP Hard A2 -- DynoEP Hard C3 -- DynoEP Hard D#3 -- DynoEP Hard F#3 -- DynoEP Hard A3 -- DynoEP Hard C4 -- DynoEP Hard D#4"
"2500","19","key:DownTheRhodz","KBD-Piano&Strng1","FearOfFallin","3","12","epo:Tine EP","Tine EP Bb1 -- Tine EP Bb2 -- Tine EP G3 -- Tine EP C4 -- Tine EP G4"
"2500","20","key:Late Night","KBD-EP Roll 2","Labyrinth1","1","477","hit:Dance Hit 10","Cluster Hit Gbm9"
"2500","20","key:Late Night","KBD-EP Roll 2","Labyrinth1","2","21","epo:EP Roll 3","EP Chord"
"2500","21","key:GlassPiano","KBD-Classic EP","MoreFocus","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","21","key:GlassPiano","KBD-Classic EP","MoreFocus","3","306","wav:Chime","Chime Voice C4"
"2500","21","key:GlassPiano","KBD-Classic EP","MoreFocus","4","373","syn:Soft Synth","Soft Synth G4"
"2500","22","key:Piano Mio","KBD-And Voice","Basic News","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","22","key:Piano Mio","KBD-And Voice","Basic News","2","2","pno:Grand Piano2","Piano 2 B 0 -- Piano 2 F 1 -- Piano 2 C 2 -- Piano 2 F 2 -- Piano 2 D 3 -- Piano 2 G#3 -- Piano 2 F#4 -- Piano 2 C 5 -- Piano 2 F#4 -- Piano 2 B 0 -- Piano 2 F 1 -- Piano 2 C 2 -- Piano 2 F 2 -- Piano 2 D 3 -- Piano 2 G#3 -- Piano 2 F#4 -- Piano 2 C 5 -- Piano 2 F#4"
"2500","22","key:Piano Mio","KBD-And Voice","Basic News","3","505","sfx:PnoSndBoard","PianoSoundBoard"
"2500","23","key:StereoGrand1","KBD-DynamicGrand","Presenting","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","23","key:StereoGrand1","KBD-DynamicGrand","Presenting","3","505","sfx:PnoSndBoard","PianoSoundBoard"
"2500","24","key:StereoGrand2","KBD-Clavinetti 1","Octal","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","24","key:StereoGrand2","KBD-Clavinetti 1","Octal","3","505","sfx:PnoSndBoard","PianoSoundBoard"
"2500","25","key:Grande","KBD-Grande 4","Minor 1","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","25","key:Grande","KBD-Grande 4","Minor 1","4","505","sfx:PnoSndBoard","PianoSoundBoard"
"2500","26","key:Piano/String","KBD-Grand FM","Short Up","1","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","26","key:Piano/String","KBD-Grand FM","Short Up","3","213","str:Section","SectionStringB0 -- SectionStringE1 -- SectionStringA1 -- SectionStringD2 -- SectionStringG2 -- SectionStringC3 -- SectionStringF3 -- SectionStringA#3 -- SectionStringD#4 -- SectionStringG#4"
"2500","27","key:Piano Pad","KBD-FM2Classc","Spiral","1","13","epo:Pretty EP","Pretty EP C2 -- Pretty EP C5"
"2500","27","key:Piano Pad","KBD-FM2Classc","Spiral","2","1","pno:Stereo Grand","Piano 1 E0 -- Piano 1 A0 -- Piano 1 D1 -- Piano 1 F#1 -- Piano 1 C#2 -- Piano 1 G#2 -- Piano 1 C#3 -- Piano 1 G#3 -- Piano 1 C#4 -- Piano 1 F#4 -- Piano 1 F#4 -- Piano 1 C5 -- Piano 1 F#5 -- Piano 1 G#5 -- Piano 1 C6 -- Piano 1 F#6"
"2500","28","key:EP 1","KBD-Stereo Grand","Focus Up","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","28","key:EP 1","KBD-Stereo Grand","Focus Up","2","5","epo:Hard Rhodes","Roadz Hard C2 -- Roadz Hard G2 -- Roadz Hard C3 -- Roadz Hard E3 -- Roadz Hard E4 -- Roadz Hard C5"
"2500","29","key:EP 2","KBD-Supatramp EP","Trimatic","1","6","epo:DynoRhodesMd","DynoEP Medium C1 -- DynoEP Medium C2 -- DynoEP Med. F#2 -- DynoEP Medium A2 -- DynoEP Medium C3 -- DynoEP Med. D#3 -- DynoEP Med. F#3 -- DynoEP Medium A3 -- DynoEP Medium D6"
"2500","29","key:EP 2","KBD-Supatramp EP","Trimatic","2","7","epo:DynoRhodesHd","DynoEP Hard C1 -- DynoEP Hard D#1 -- Dyno EP Hard F#1 -- DynoEP Hard A1 -- DynoEP Hard C2 -- DynoEP Hard D#2 -- DynoEP Hard F#2 -- DynoEP Hard A2 -- DynoEP Hard C3 -- DynoEP Hard D#3 -- DynoEP Hard F#3 -- DynoEP Hard A3 -- DynoEP Hard C4 -- DynoEP Hard D#4"
"2500","30","key:EP 3","KBD-Hard Dyno","Classic 70s","1","6","epo:DynoRhodesMd","DynoEP Medium C1 -- DynoEP Medium C2 -- DynoEP Med. F#2 -- DynoEP Medium A2 -- DynoEP Medium C3 -- DynoEP Med. D#3 -- DynoEP Med. F#3 -- DynoEP Medium A3 -- DynoEP Medium D6"
"2500","30","key:EP 3","KBD-Hard Dyno","Classic 70s","2","8","epo:Hard Tine","EP Hard Tine A1 -- EP Hard Tine D#2 -- EP Hard Tine A2 -- EP Hard Tine D#3 -- EP Hard Tine A3 -- EP Hard Tine D#4 -- EP Hard Tine A4 -- EP Hard Tine D6"
"2500","31","key:EP 4","KBD-Gospel Soul","Follow Me","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","31","key:EP 4","KBD-Gospel Soul","Follow Me","2","6","epo:DynoRhodesMd","DynoEP Medium C1 -- DynoEP Medium C2 -- DynoEP Med. F#2 -- DynoEP Medium A2 -- DynoEP Medium C3 -- DynoEP Med. D#3 -- DynoEP Med. F#3 -- DynoEP Medium A3 -- DynoEP Medium D6"
"2500","32","key:EP 5","KBD-Hard Comp 1","OdeToStewart","1","6","epo:DynoRhodesMd","DynoEP Medium C1 -- DynoEP Medium C2 -- DynoEP Med. F#2 -- DynoEP Medium A2 -- DynoEP Medium C3 -- DynoEP Med. D#3 -- DynoEP Med. F#3 -- DynoEP Medium A3 -- DynoEP Medium D6"
"2500","32","key:EP 5","KBD-Hard Comp 1","OdeToStewart","2","7","epo:DynoRhodesHd","DynoEP Hard C1 -- DynoEP Hard D#1 -- Dyno EP Hard F#1 -- DynoEP Hard A1 -- DynoEP Hard C2 -- DynoEP Hard D#2 -- DynoEP Hard F#2 -- DynoEP Hard A2 -- DynoEP Hard C3 -- DynoEP Hard D#3 -- DynoEP Hard F#3 -- DynoEP Hard A3 -- DynoEP Hard C4 -- DynoEP Hard D#4"
"2500","33","key:EP 6","KBD-TechnoUprite","Aud Endo","1","13","epo:Pretty EP","Pretty EP C2 -- Pretty EP C5"
"2500","33","key:EP 6","KBD-TechnoUprite","Aud Endo","2","14","epo:Classic EP","EP Hard C2 -- EP Hard D#2 -- EP Hard F#2 -- EP Hard C3 -- EP Hard D#3 -- EP Hard D#4 -- EP Hard D#6"
"2500","34","key:Wurly","KBD-WideSuitcase","Serpentail","1","9","epo:WurlitzerSft","Wurly Soft C1 -- Wurly Soft F1 -- Wurly Soft A1 -- Wurly Soft D2 -- Wurly Soft F2 -- Wurly Soft A2 -- Wurly Soft D3 -- Wurly Soft G3 -- Wurly Soft C4 -- Wurly Soft F4 -- Wurly Soft A4 -- Wurly Soft A5"
"2500","34","key:Wurly","KBD-WideSuitcase","Serpentail","2","10","epo:Wurlitzer Hd","Wurly Hard C1 -- Wurly Hard A1 -- Wurly Hard D#2 -- Wurly Hard A2 -- Wurly Hard C3 -- Wurly Hard F#3 -- Wurly Hard C4 -- Wurly Hard C6"
"2500","35","key:Wurly Tramp","KBD-Supatramp EP","JoJo","1","4","epo:Med Rhodes","Roadz Medium D#1 -- Roadz Medium D#1 -- Roadz Medium A1 -- Roadz Medium D#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium F#2 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium C3 -- Roadz Medium D#3 -- Roadz Medium F#3 -- Roadz Medium F#3 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium C4 -- Roadz Medium A4 -- Roadz Medium A4"
"2500","35","key:Wurly Tramp","KBD-Supatramp EP","JoJo","2","10","epo:Wurlitzer Hd","Wurly Hard C1 -- Wurly Hard A1 -- Wurly Hard D#2 -- Wurly Hard A2 -- Wurly Hard C3 -- Wurly Hard F#3 -- Wurly Hard C4 -- Wurly Hard C6"
"2500","35","key:Wurly Tramp","KBD-Supatramp EP","JoJo","3","8","epo:Hard Tine","EP Hard Tine A1 -- EP Hard Tine D#2 -- EP Hard Tine A2 -- EP Hard Tine D#3 -- EP Hard Tine A3 -- EP Hard Tine D#4 -- EP Hard Tine A4 -- EP Hard Tine D6"
"2500","36","key:ClavStandard","KBD-Clav 1","Wired","1","18","epo:Clavinet 2","Clavinet A1 -- Clavinet D#2 -- Clavinet C3 -- Clavinet A3 -- Clavinet D#4 -- Clavinet D#5"
"2500","37","key:Process?Clav","KBD-Clavinetti 1","Step It","1","17","epo:Clavinet 1","Clavinet A0 -- Clavinet D#1 -- Clavinet A1 -- Clavinet D#2 -- Clavinet A2 -- Clavinet D#3 -- Clavinet C4 -- Clavinet D6"
"2500","38","key:Elecro7CP80","KBD-Elecro7CP80","Xciter","1","2","pno:Grand Piano2","Piano 2 B 0 -- Piano 2 F 1 -- Piano 2 C 2 -- Piano 2 F 2 -- Piano 2 D 3 -- Piano 2 G#3 -- Piano 2 F#4 -- Piano 2 C 5 -- Piano 2 F#4 -- Piano 2 B 0 -- Piano 2 F 1 -- Piano 2 C 2 -- Piano 2 F 2 -- Piano 2 D 3 -- Piano 2 G#3 -- Piano 2 F#4 -- Piano 2 C 5 -- Piano 2 F#4"
"2500","38","key:Elecro7CP80","KBD-Elecro7CP80","Xciter","2","361","wav:Pulse 75%","Pulse 75% C0 -- Pulse 75% F0 -- Pulse 75% A#0 -- Pulse 75% D#1 -- Pulse 75% G#1 -- Pulse 75% C#2 -- Pulse 75% F#2 -- Pulse 75% B2 -- Pulse 75% E3 -- Pulse 75% A3 -- Pulse 75% D4 -- Pulse 75% G4 -- Pulse 75% C5 -- Pulse 75% F5 -- Pulse 75% D6"
"2500","38","key:Elecro7CP80","KBD-Elecro7CP80","Xciter","3","175","gtr:Electric 2","Elec.Guitar 2 E1 -- Elec.Guitar 2 A1 -- Elec.Guitar 2 D2 -- Elec.Guitar 2 G2 -- Elec.Guitar 2 B2 -- Elec.Guitar 2 E3 -- Elec.Guitar 2 A3 -- Elec.Guitar 2 D4 -- Elec.Guitar 2 D6"
