"ROM","PRESET #","PRESET NAME","RIFF NAME","ARP NAME","PRESET LAYER","INST #","INST NAME","SAMPLE NAMES"
"2500","129","kit:Acoustic 1&2","KIT-Acoustic 2","Cromania","1","630","kit:Acoustic 1&2","Kick Sweet Tite -- Rim Shot -- Tight Snare -- Dry Ring Snare -- Snare Nicey -- Low Dry Tom -- Lite Hat Tight -- Low Dry Tom -- Lite Hat Tight -- Hi Dry Tom -- Lite Hat Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Kick Sweet Tite -- Triple Roll -- Cymbal 12""Splash -- Stick Start -- Cymbal 14"" Crash -- Fingersnap -- Lite Hat Open -- Snare Roll -- Fat Kick -- Side Stick -- Snare Rim Mono -- Tight Snare -- Snare Rim Mono -- Low Dry Tom -- HH Foot -- Low Dry Tom -- HH Foot -- Hi Dry Tom -- HH Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Tam Tam -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Fingersnap -- Cymbal 14"" Crash -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Hit Tom Attack -- Tambourine -- Snare Nicey -- Snare Gated Rvrb"
"2500","130","kit:Acoustic 3&4","KIT-Jams","Bucholic","1","631","kit:Acoustic 3&4","Fat Kick -- Side Stick -- Rimshot Snare 2 -- Rimshot Snare 1 -- Rimshot Snare 2 -- Low Dry Tom -- HH Jazz Tight -- Low Dry Tom -- HH Jazz -- Hi Dry Tom -- HH Jazz -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Tam Tam -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Fingersnap -- Cymbal 14"" Crash -- Tambourine -- 909 Trashy -- Snare Gated Rvrb -- Gated K Verb -- Low Dry Tom -- Low Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 12""Splash -- Dyna Kick -- Side Stick -- Dyna Snare -- Snare Gated Rvrb -- DS4 Snare CS -- Low Dry Tom -- HH Closed -- Low Dry Tom -- HH Foot -- Hi Dry Tom -- HH Open -- Hi Dry Tom -- Hi Dry Tom -- Cymbal 14"" Crash -- Hi Dry Tom -- Ride Ping -- Ride Bell -- Fat Kick -- Cymbal 14"" Crash -- Cymbal 12""Splash -- Cowbell -- Cymbal 14"" Crash -- Woodblock 1 -- Cymbal 12""Splash -- Room Tom -- Tambourine -- Room Tom -- Hat Closed -- Room Tom -- Hat Pedal -- Hat Lite OpenMid -- Room Tom -- Room Tom -- Room Tom -- Room Tom -- Tam Tam"
"2500","131","kit:Dance","KIT-424","Short Up","1","632","kit:Dance Set","Fat Kick -- Ware Snare -- Rimshot Snare 2 -- Woodblock 2 -- Snare 3 -- Timbale 1 -- HH Jazz Tight -- Timbale 2 -- HH Jazz Tight -- Record Scratch 1 -- HH Jazz -- Record Scratch 2 -- Record Scratch 3 -- Hat Hit -- Quinto Tone -- Cymbal 14"" Crash -- QuintoClosedSlap -- Low Tumba Tone -- Clap Big Beat -- Dyna Kick -- Snare Ring&Snare -- 2600 Kick -- 909 Trashy -- NY Snare -- C78 Clave -- 909 Trashy -- 909 Lo Tom -- C78 Hi-HatClose1 -- 909 Lo Tom -- C78 Hi-HatClose2 -- 909 Lo Tom -- C78 Cymbal Open -- 909 Lo Tom -- Snare 3 -- Kickn 808 -- FX Rim Click -- 808 Snare -- 808 Clap -- 909 Snare 1 -- 808 High Tom 1 -- 808 Closed HH -- 808 High Tom 1 -- 808 Open HH Shrt -- 808 High Tom 1 -- 808 Open HH Lng -- 808 High Tom 1 -- 808 High Tom 1 -- 808 Cymbal -- 808 High Tom 1 -- 808 Cymbal -- 808 Low Conga 1 -- 808 Low Conga 1 -- 808 Cowbell -- 808 Maraca -- 909 Snare 2 -- Dance Kick -- E Snare -- Woodblock 1 -- DS4 Snare CS -- HH Closed 1 -- HH Closed 2 -- HH Half Closed -- 909 Snare 2 -- 909 Snare 2 -- 909 Snare 2 -- 909 Snare 2 -- Syn Drum Wave -- Syn Drum Wave -- Syn Drum Wave -- Syn Drum Wave -- Bongo Tone"
"2500","132","kit:Kit 01","KIT-Kit 01 b","JungleRoll?","1","634","kit:Kit 1","808 Kick 2 -- Lemon Snare -- Boxy Snare 1 -- Tubular Tom -- Quick Hat -- Tubular Tom -- Closed Hat -- Nother Tom -- Quick Hat -- Nother Tom -- Kick 7 -- Circle Brush 2 -- Rim Snare -- Flat Hat -- Circle Brush 1 -- Brush Tom -- Slap Hat -- Brush Tom -- Brush Hat -- Brush Tom -- Open Hold Hat -- Jungle Kick -- Nother Rim -- Jungle Snare -- OpenClosed Hat 2 -- Tail Snare -- Maraca Snap -- Closed Tip Hat -- Snap 2 -- Hangin' Hat -- Clap 3 -- Long OpnClsd Hat -- Tam Again -- Sticky -- Snare Tail -- Snare 2 -- Chirp Hat -- Ron Tom -- Pssst Hat -- Ron Tom -- Kick 4 -- Full Kick -- Whaazzit -- Dark Snare 3 -- Little Snare -- Hi Snare -- Dance Brassy Hit -- Cow Tom -- Kick Scratch 2 -- Ride 5 -- Kick 3 -- Snare Buzz Roll -- Snare Buzz Roll -- Cympacular"
"2500","133","kit:Kit 02","KIT-Kit 02 b","BASS LOOP","1","635","kit:Kit 2","Cricket -- Belltree -- Cowbell 5 -- Sad Guitar -- Sine -- Kick 2 -- Rim 1 -- Snare 1 -- 808 Clap 1 -- Kick Scratch 2 -- Tubular Tom -- Happy Hat -- Brush Tom -- Foot Hat -- Ron Tom -- OpenClosed Hat 1 -- Nother Tom -- Brush Tom -- Crash 2 -- Roto Tom -- Ride 1 -- Ride Stick -- Ride 4 -- Nother Tam -- Splashy -- Cowbell 4 -- Crash 1 -- Ride 3 -- Bongo Fury -- Bongo Fury -- Nother Conga -- Conga Slap 2 -- Big Conga -- Timbale 2 -- Timbale 1 -- Cowbell 3 -- Cowbell 1 -- Shaker 5 -- Shaker 6 -- Flex -- Hand Perc -- Guiro 1 -- Clave 1 -- Block 1 -- Nother Block -- Ripped -- Slice It -- ClosedTriangle 1 -- Open Triangle 1 -- Shaker 3 -- Slay Bells -- Up Scratch -- Scratch Away -- Mmm Hmm -- Ah Hah -- Sqweel -- Wind Down -- Sax Squeel -- Cool Brass Hit -- Under Pad FM -- Under Pad FM -- Under Pad FM -- Gtr Pop Slide -- Guitar Pop -- Trumpet Snip"
"2500","134","kit:Kit 03","KIT-Kit 03 c","MoreFocus","1","636","kit:Kit 3","Kick Scratch 2 -- Cricket -- FM Chime -- OpenClosed Hat 3 -- Open Triangle 1 -- OpenClosed Hat 3 -- Scratch Away -- Sad Guitar -- Mmm Hmm -- Skipper -- Sine -- Kicked -- Kick Tam 2 -- Side Stick -- Pull Back Snare -- Clap 2 -- Tubular Tom -- Happy Hat -- Tommy -- Foot Hat -- Ron Tom -- OpenClosed Hat 1 -- Thomas -- Brush Tom -- Crash 1 -- Roto Tom -- Ride 5 -- Ride Stick -- Ride 2 -- Nother Tam -- Splashy -- Cowbell 4 -- Blastit Hat -- Ride 3 -- Bongo Fury -- Bongo Fury -- Conga Rim Hi -- Conga Slap 1 -- Conga Rim Low -- Timbale 2 -- Timbale 1 -- Cow Tom -- Shaker 1 -- Shaker 2 -- Tam Again -- 2600 Kick 1 -- Hand Perc -- Street Snare -- Clave 1 -- Block 1 -- Nother Block -- Jazzy Hat -- 808 Clap 1 -- Slay Bells -- FX Kick -- Tite Scratch -- Tape Stop FX -- Heavy Hit -- Sax Squeel -- Cool Brass Hit -- Gtr Funky Hit -- Full Kick -- Kick 6 -- Gtr Pop Slide -- Boxy Snare 2 -- Trumpet Snip -- Smokey Snare -- Trumpet Snip"
"2500","135","kit:Kit 04","KIT-Kit 04 b","Basic News","1","637","kit:Kit 4","808 Kick 2 -- Kick 5 -- Lemon Snare -- Rim 2 -- Cow Tom -- Tubular Tom -- Quick Hat -- Tubular Tom -- Closed Hat -- Open Conga -- Quick Hat -- Syn Tom -- Air Kick -- Circle Brush 2 -- Brush Ping -- Brush Hat Slap -- Circle Brush 1 -- Circle Brush 2 -- Brush Hat Slap -- Circle Brush 1 -- Brush Hat -- Trumpet Riff -- Open Hold Hat -- Kick 6 -- Nother Rim -- Boxy Snare 1 -- Block 2 -- Tail Snare -- Snap 3 -- Dark Hat -- Snap 4 -- Little Hat -- Clap 4 -- Little Open Hat -- Tambourine 1 -- Kick 3 -- Sticky -- Snare Tail -- Snare 2 -- Snare Tail -- Chirp Hat -- Ron Tom -- Pssst Hat -- Ron Tom -- El Ride 1 -- Kick 4 -- Full Kick -- Whaazzit -- Dark Snare 3 -- Little Snare -- Hi Snare -- Rasta Hit -- Industrial Kick -- Kicked -- Stick It -- Wacken Snare -- Gun Shot Snare -- Old Brass Hit -- Siren Loop -- Horn Snip -- Slide Guitar -- Stab -- Gtr Wawa 3 -- Horn Hit -- Gtr Hi Chuck -- Chrs Gtr -- Kick Scratch 2 -- Trumpet Riff -- Snare Buzz Roll"
"2500","136","kit:Kit 05","KIT-Kit 05 a","Aud Funk","1","638","kit:Kit 5","808 Kick 2 -- Kick Tam 2 -- Boom 1 -- March Snare -- Kick Scratch 2 -- Closed Tip Hat -- Tubular Tom -- Closed Pedal Hat -- Tubular Tom -- Long OpnClsd Hat -- Tubular Tom -- Noise Drum -- Blockhead -- Brush Ping -- Circle Brush 1 -- Open Hold Hat -- Brush Tom -- Brush Hat -- Brush Tom -- Shaker 2 -- El Ride 1 -- Jungle Kick -- Machine Snare -- Jungle Snare -- Tail Snare -- Tambourine 2 -- Whaazzit -- Wind Down -- Clap 3 -- Bass Stab 2 A -- Tam Again -- 808 Kick 1 -- March Snare -- Snare Tail -- March Snare -- Chirp Hat -- Ron Tom -- Pssst Hat -- Ron Tom -- Kick 4 -- Full Kick -- Crash 2 -- Poison -- Slide Guitar -- Wind Down -- Stab -- Brass Band -- Ah Hah -- Oow -- Slinky -- Sci Fi FX -- Gtr Wawa 1 -- Tape Pull -- Nother Tam -- Game Boy -- Wind Down -- Jazzy Hat -- Whaazzit -- Slap Hat -- Clave 2 -- Hashy Hat -- Timbale 2 -- Timbale 1 -- Boom 2 -- March Snare -- Air Kick -- Dirt 2 -- Blastit Hat -- FM Chime -- Snare Buzz Roll -- Draggit -- Cympacular -- Grit Crowd Pad -- Wild  Scratch"
"2500","137","kit:Kit 06","KIT-Kit 07 b","Lil Grooval","1","639","kit:Kit 6","Zip Snare -- Big Snare 1 -- Air Kick -- Wack Trumpet -- Noise Drum -- Ride 1 -- Circle Brush 2 -- Dark Snare 3 -- Stingit -- 909 Kick 1 -- Beefy Hit -- Sqweel -- Frenzy Scratch -- Snare Buzz Roll -- Happy Hat -- Snare Buzz Roll -- Sticky -- Dirt 1 -- 808 Kick 2 -- Kick Tam 2 -- 909 Kick 1 -- Big Snare 1 -- Scratch Away -- Chirp Hat -- Roto Tom -- Pssst Hat -- Roto Tom -- El Ride 1 -- Roto Tom -- Ah Hah -- Beefy Hit -- Tail Snare -- Spunky Hat -- Stingit -- Brush Hat Slap -- Stingit -- Wind Down -- Stingit -- Beefy Hit -- 909 Snare 1 -- Flat Hat -- Foot Hat -- Shaker 6 -- Kick 4 -- Cympacular -- Snare 2 -- Tambourine 2 -- Clap 2 -- Tite Chord Hit -- Nother Whazzit -- Ork Scratch -- Big Hit -- Firefly -- Ah Hah -- Snap 4 -- Dance Brassy Hit -- Slinky -- Shaker 2 -- Bang -- Plunger -- Wheeze Drum -- Kick Scratch 1 -- Percced -- Frenzy Scratch -- Snare Scratch -- Tape Pull -- Circle Brush 1 -- Hangin' Hat -- Brush Tom -- Crash 1 -- Brush Tom -- Clap 7 -- Brush Tom -- Kick 7"
"2500","138","kit:Kit 07","KIT-Kit 07 a","RAPTOR","1","640","kit:Kit 7","Cow Tom -- Kick Scratch 2 -- Trumpet Riff -- Kick 3 -- Snare Buzz Roll -- 808 Kick 2 -- Kick Tam 2 -- Lemon Snare -- Snare Talk -- Tubular Tom -- Finger Cymbal -- Tubular Tom -- Shaker 3 -- Open Conga -- Shaker 3 -- Syn Tom -- Kick 7 -- Circle Brush 2 -- Brush Ping -- Brush Hat Slap -- Circle Brush 1 -- Circle Brush 2 -- Brush Hat Slap -- Circle Brush 1 -- Brush Hat -- Trumpet Riff -- Open Hold Hat -- Kick 6 -- Kick 6 -- Boxy Snare 1 -- Boxy Snare 1 -- Tail Snare -- Tail Snare -- Dark Hat -- Dark Hat -- Little Hat -- Little Hat -- Little Open Hat -- Little Open Hat -- Sticky -- Snare Tail -- Snare 2 -- Snare Tail -- Chirp Hat -- Ron Tom -- Pssst Hat -- Ron Tom -- El Ride 1 -- Kick 4 -- Full Kick -- Whaazzit -- Dark Snare 3 -- Little Snare -- Hi Snare -- Rasta Hit -- Industrial Kick -- Kicked -- Stick It -- Wacken Snare -- Gun Shot Snare -- Old Brass Hit -- Siren Loop -- Horn Snip -- Slide Guitar -- Stab -- Gtr Wawa 3 -- Horn Hit -- Gtr Hi Chuck -- Chrs Gtr"
"2500","139","kit:Kit 08","KIT-Kit 08","MENACEBEAT2","1","641","kit:Kit 8","Kick Scratch 2 -- FM Chime -- Sad Guitar -- Mmm Hmm -- Skipper -- Sine -- Kicked -- Kick 6 -- Side Stick -- Pull Back Snare -- Clap 2 -- Tubular Tom -- Closed Hat -- Tommy -- Brush Hat Slap -- Ron Tom -- Tam Hat Closed -- Thomas -- Brush Tom -- Crash 1 -- Roto Tom -- Ride 5 -- Ride Stick -- Ride 2 -- Slap Hat -- Splashy -- Brush Hat -- Blastit Hat -- Open Hold Hat -- Ride 3 -- Bongo Fury -- Bongo Fury -- Conga Rim Hi -- Conga Slap 1 -- Conga Rim Low -- Timbale 2 -- Timbale 1 -- Cow Tom -- Shaker 1 -- Shaker 2 -- Tam Again -- 2600 Kick 1 -- Hand Perc -- Street Snare -- Clave 1 -- Block 1 -- Nother Block -- Spunky Hat -- 808 Clap 1 -- Little Hat -- Open Triangle 1 -- Hat Attack -- Slay Bells -- Bang -- Gun Shot Snare -- Snare Bat -- Tape Stop FX -- Heavy Hit -- Sax Squeel -- Cool Brass Hit -- Gtr Funky Hit -- Full Kick -- Kick 6 -- Gtr Pop Slide -- Boxy Snare 2 -- Trumpet Snip -- Smokey Snare -- Trumpet Snip"
"2500","140","kit:Kit 09","KIT-Kit 09 a","Rose Groove","1","642","kit:Kit 9","Timbale 2 -- Sad Guitar -- Mmm Hmm -- Skipper -- Sine -- Kicked -- Kick Tam 2 -- Side Stick -- Wraparound Snare -- Clap 2 -- Nother Rim -- Tubular Tom -- Closed Hat -- Tommy -- Brush Hat Slap -- Ron Tom -- OpenClosed Hat 2 -- Thomas -- Brush Tom -- Crash 1 -- Roto Tom -- Ride 5 -- Ride Stick -- Ride 2 -- Slap Hat -- Splashy -- Brush Hat -- Blastit Hat -- Open Hold Hat -- Ride 3 -- Bongo Fury -- Bongo Fury -- Conga Rim Hi -- Conga Slap 1 -- Conga Rim Low -- Timbale 1 -- Cow Tom -- FM Chime -- Shaker 1 -- Shaker 2 -- Tam Again -- 2600 Kick 1 -- Hand Perc -- Street Snare -- Clave 1 -- Block 1 -- Nother Block -- Spunky Hat -- 808 Clap 1 -- Little Hat -- Under Pad FM -- Hat Attack -- Under Pad FM -- Kick 6 -- Gun Shot Snare -- Boxy Snare 2 -- Tape Stop FX -- Oddd Organ C1 -- Sax Squeel -- Jangle Gtr -- Gtr Hi Chuck -- 808 Kick 2 -- Full Kick -- Ping More -- Smokey Snare -- Trumpet Snip -- Pingy Snare -- Trumpet Snip"
"2500","141","kit:Kit 10","KIT-Kit 10","MENACEBEAT1","1","643","kit:Kit 10","Closed Hat -- Kartoon -- Kick 6 -- Timbale 1 -- Wraparound Snare -- Shhh Hat -- Room Rim -- Tommy -- Tommy -- Shutter Hat -- Hat Attack -- Guiro 1 -- Kick 809 -- Cowbell 3 -- Ya Ya Snare -- Cowbell 1 -- Dark Snare 1 -- Snap 2 -- Whackee 1 -- Blockhead -- Hashy Hat -- Shaker 5 -- Finger Cymbal -- Clap 4 -- 909 Kick 1 -- Crispy Snare -- Brush Hit -- Clap 4 -- OpenClosed Hat 3 -- Slice It -- Slap Hat -- Smak Snare -- Buzz Snare -- 808 Kick 2 -- Boxy Snare 2 -- Maraca Snap -- Snare Sigh -- Clap 7 -- RinginOpenClosed -- Snap 3 -- Cymbalize -- Tambourine 1 -- Stingit -- Ork Scratch -- Bass Stab 2 A -- Block 2 -- Low Fi -- Slinky -- Up Scratch -- Kick 1 -- Kick Dis -- Blastit Hat -- Tommy -- SP-1200 Snare -- Kartoon -- Soda Snare -- SP1200 Kick -- Ambient Rasp -- Ripped -- Nother Whazzit -- Tite Scratch -- Wild  Scratch -- Siren Loop -- Closed Hat"
"2500","142","kit:Kit 11","KIT-Kit 11 c","MENACEBEAT2","1","644","kit:Kit 11","Open 909 Hat 1 -- Crash 3 -- Ride 7 -- Guiro Roll -- Open Triangle 2 -- 606 Cymbal Open -- Jungle Cowbell -- 808 Cymbal 1 -- 808 Kick 3 -- Bass 260O A0 -- 909 Kick 3 -- Verbclap 909 -- Snare 11 -- Tom Simple -- Cracked Hat 2 -- Tom Simple -- Cracked Hat 1 -- Tom Simple -- Tom Simple -- Cracked Kick 1 -- Rap Snare -- 909 Tom Low -- Tiny Hat 1 -- 909 Tom Mid -- Tiny Hat 2 -- 909 Tom Hi -- Cow Funk -- Tambourine 4 -- Timbale 4 -- Timbale 3 -- FX Springy -- Closed 909 Hat 1 -- Vibraslap 909 -- Open 909 Hat 2 -- Hatty -- 2600 Kick 2 -- 2600 Kick 3 -- DS4 Snare -- 606 Snare -- Back Snare -- Clave 909 -- Cracked Block 1 -- Bottle Perc -- JM Razor Slice -- ClosedTriangle 2 -- Scratch Diss -- FX Agogo -- Shaker 7 -- Maraca 808 -- Rail Buzz -- Pop Cabasa -- Industrial Thump -- FX Hat 2 -- L9000 Noise -- Dirt 4 -- Zoom Pad B -- Snare 9 -- Cracked Rim 1 -- Bongo High -- Bongo Tip -- Bongo Low -- Conga High -- Conga Low"
"2500","143","kit:Kit 12","KIT-Kit 12 c","MENACEBEAT2b","1","645","kit:Kit 12","Kick 7 -- 909 Kick 2 -- 909 Snare 3 -- Space Clap -- Closed 909 Hat 1 -- Open 909 Hat 2 -- Open 808 Hat 1 -- Cracked Kick 3 -- Ride 6 -- 808 Cymbal 1 -- 606 Cymbal Open -- Super Timbale -- Open Triangle 2 -- Thunderdrum -- Blip 909 -- Tambourine 4 -- FX Hat 1 -- Tent Post -- Pole -- Super Hat -- Psst Hat -- Disco Horn -- L9000 Simmons -- L9000 Simmons -- 909 Snare 8 -- Super Tom -- Super Tom -- Super Tom -- Super Tom -- Cowhit -- Hyper Snare -- Snare 7 -- L9000 Simmons -- Dirt Hat -- L9000 Simmons -- Hat 4 -- L9000 Simmons -- Dirty Hat -- Slam Hat -- Bongo High -- Bongo Tip -- Bongo Low -- Conga High -- Conga Low -- Timbale 4 -- Timbale 3 -- Punch It -- C78 Hat Closed 1 -- Snid Snare -- C78 Hat Closed 2 -- FX Hat 2 -- 909 Kick 3 -- Industrial Thump -- Snare 11 -- R8 Bong Snare -- Crack Snare -- Clave 808 -- Cracked Block 3 -- FX Plexi -- Shaker 7 -- ClosedTriangle 2 -- Cowbell 6 -- Dirt 4"
"2500","144","kit:Kit 13","KIT-Kit 13 a","TensionMount","1","646","kit:Kit 13","UprightBass2 A0 -- Boom Sine 909 -- Lazer Kick -- Space Clap -- Guiro Roll -- Dirt 4 -- Org Hit 3 Dm -- Lazer Kick -- Gruzzy Pop C3 -- 909 Kick 3 -- R8 Bong Snare -- 909 Snare 6 -- Verbclap 909 -- Tat Snare -- Tom Solid -- Tom Solid -- Psst Hat -- Tom Solid -- 808 Snare -- DS4 Kick -- Hat 7 -- DS4 Snare -- Ride 6 -- Crash 4 -- C78 Cymbal Open -- Tambourine 4 -- 606 Cymbal Open -- Cow Funk -- Crash 3 -- Squeal Rev -- Ride 7 -- FX Bongo -- FX Bongo -- 808 Tom -- 808 Tom -- Super Timbale -- Blip 909 -- Ting Hat -- Tiny Hat 1 -- Fun Scratch -- Maraca 808 -- Classic Tape -- 808 Kick 3 -- Snare 10 -- Radar Blip -- Shorty C -- Drum Stall -- Shorty C -- FX Wind Down -- Cracked Hit -- Cracked Hit -- African HiShaker -- Distorto Kick -- Cracked Snare -- Cracked Snare -- Little Car Horn -- Cracked Snare -- Closed 808 Hat 1 -- Tiny Hat 1 -- Tiny Hat 2 -- Hat 3 -- Metal FX Hat -- Hat 3"
"2500","145","kit:Kit 14","KIT-Kit 14","Classical 1","1","647","kit:Kit 14","Basss Ice A#0 -- Bass Hum F#0 -- Metal Noise -- Guiro Roll -- Crowd 2 -- Crowd 2 -- Closed 808 Hat 1 -- Closed 808 Hat 1 -- Org Hit 3 Dm -- Kick 13 -- Cracked Rim 1 -- Clap 11 -- 808ish Hat -- Crack Snare -- Tom Solid -- Jazz Hat 2 -- Tom Solid -- Jazz Hat 2 -- Tom Solid -- Jazz Hat 1 -- 606 Snare -- Cracked Kick 1 -- Crash 4 -- Snare 10 -- Ride 8 -- Crash Hat -- Slam Hat -- Shaker 7 -- Cowhit -- Jungle Cowbell -- Crash 3 -- FX Hat Stall -- Tiny Hat 2 -- Water Thomp -- Water Thomp -- Conga High -- Syn Drum -- Conga Low -- Timbale Snare -- Hatty -- Hatty -- Scratch On It -- Cracked Maracas -- Diva Scratch -- 909 Kick 4 -- 909 Snare 3 -- DS4 Snare -- Disco Horn -- Scratch Diss -- L9000 Noise -- L9000 Noise -- African HiShaker -- Noddy -- Kick 13 -- Clap 11 -- 909 Snare 9 -- 909 Snare 9 -- 909 Snare 9 -- Closed 808 Hat 1 -- Hat 3 -- Hat 3 -- Closed 808 Hat 1 -- Hat 3"
"2500","146","kit:Kit 15","KIT-Kit 15 a","Short Up","1","648","kit:Kit 15","Bass Hum F#0 -- Guiro Roll -- Hat 3 -- Hat 3 -- Closed 808 Hat 1 -- Hat 3 -- CZ Echo Lead B0 -- Scratch Out -- Open Triangle 2 -- Kick 9 -- Kick 9 -- Timbale Snare -- Cracked Rim 1 -- S1000 Claps -- Snare 11 -- Tom Tone -- C78 Hat Closed 1 -- Tom Tone -- C78 Hat Closed 1 -- Tom Tone -- C78 Cymbal Open -- Slap Tom -- Kick 9 -- Stomper Hat -- Snare Classic -- Ride 8 -- Crash 4 -- Ride 8 -- Tambourine 4 -- Crash 3 -- SFX Space Whip -- Crash 3 -- FX Hat 2 -- Hat 3 -- Woodblock -- Woodblock -- DX Syn Tom -- DX Syn Tom -- Timbale 4 -- Snare 6 -- Super Timbale -- FX Agogo -- FX Agogo -- Fun Scratch -- Blip 909 -- 2600 Kick 3 -- 909 Snare 8 -- Com'n Vocal -- Snare 6 -- Little Car Horn -- Com'n Vocal -- Scratch On It -- Tent Post -- African HiShaker -- Noddy -- 909 Kick 4 -- Clap 11 -- 606 Snare -- Clap 11 -- Clap 11 -- Closed 808 Hat 1 -- Closed 808 Hat 1 -- Closed 808 Hat 1 -- 2600 Kick 3"
"2500","147","kit:Kit 16","KIT-Kit 16 b","Climber","1","649","kit:Kit 16","UprightBass2 A0 -- Boom Sine 909 -- Dirt 4 -- Kick 14 -- Cow Funk -- Whackee 2 -- Cowbell 808 -- Kick 9 -- Snid Snare -- Jazz Hat 2 -- Maraca 808 -- Jazz Hat 2 -- African HiShaker -- Jazz Hat 1 -- JM Open Hat -- Cracked Kick 3 -- Cracked Kick 4 -- Crack Snare -- Cracked Rim 2 -- Cracked Snare -- Elec Drum C1 -- Stomper Hat -- Elec Drum C1 -- Dirty Hat -- Elec Drum C1 -- Ride 8 -- Elec Drum C1 -- Punch It -- Rev Snare -- DS4 Snare -- JM Razor Slice -- Fast Scratch -- System Scratch 1 -- Blip 909 -- Classic Tape -- Diva Scratch -- Scratch On It -- Clap 11 -- Scratch Diss -- Blip Scratch -- Super Timbale -- Hyper Snare -- Hat 3 -- Bat Scratch -- Doggie Scratch -- Closed 808 Hat 1 -- Bell Hit -- C78 Hat Closed 1 -- FX Wind Down -- Open 909 Hat 1 -- Dance Stab C7 -- Distorto Kick -- Bow Wow -- 909 Snare 5 -- Little Car Horn -- Super Tom -- Tambourine 4 -- Super Tom -- Clave 909 -- Super Tom -- Org Hit 3 Dm"
"2500","148","kit:Swing Hop 1","KIT-Hip 19","Hopper","1","651","kit:Swing Hop","TimpDrum A1 -- Bass Drum G#1 -- Dark Snare 3 -- FX 8 -- TimpDrum A1 -- Triangle A#3 -- Triangle A#3 -- Mute Triangle -- Open Triangle 1 -- ClosedTriangle 1 -- Open Triangle 1 -- Triple Roll -- L9000 Snare -- Ping Snare -- Flex -- Slay Bells -- Guiro 4 -- Belltree -- Clear Kick -- Brush Hit -- Brush Ping -- Room Rim -- Circle Brush 1 -- SectionBrass G1 -- Low Dry Tom -- Hi Dry Tom -- Brush Tom -- Low Low Tom -- EP Old Roll"
"2500","149","kit:Swing Hop 2","KIT-Hip 05","Diddy 3","1","652","kit:Swing Hop 2","TimpDrum A1 -- Bass Drum G#1 -- Dark Snare 3 -- FX 8 -- TimpDrum A1 -- Triangle A#3 -- Triangle A#3 -- Mute Triangle -- Triple Roll -- Rim Shot -- Stick Start -- Flex -- Slay Bells -- Cricket -- FX 2 -- Clear Kick -- Brush Hit -- Brush Ping -- Brush Hat -- Open Hold Hat -- Foot Hat -- OpenClosed Hat 1 -- OpenClosed Hat 2 -- Happy Hat -- Jazz Hat 1 -- Jazz Hat 2 -- Snare Roll -- Snare Roll -- TimpDrum A1 -- TimpDrum A1 -- Jazz Guitar C3 -- SectionStringE1 -- Gtr Chord Chuck -- Closed Pedal Hat"
"2500","150","kit:Swing Hop 3","KIT-Swing Hop 3","Aud Funk","1","653","kit:Swing Hop 3","TimpDrum A1 -- Kick 2 -- Hi Snare -- PianoSoundBoard -- TimpDrum A1 -- Hashy Hat -- Ride 5 -- Splashy -- Triple Roll -- Rim 1 -- Side Stick -- Guiro Roll -- Clap 1 -- Cracked Maracas -- Pop Cabasa -- Open Triangle 2 -- Open Triangle 2 -- ClosedTriangle 2 -- 2600 Kick 2 -- March Snare -- Snare Classic -- Soft Shake Snare -- Stisk -- Fast Scratch -- Classic Tape -- Dirt 4 -- Tchaikovsky Amin -- Oow -- Pizz Basses A#0"
"2500","151","kit:GM Dance","KIT-Disengrate","Short Up","1","650","kit:GM Dance","2600 Kick 3 -- Fun Scratch -- System Scratch 2 -- Stisk -- Click 909 -- Machine Kick -- 2600 Kick 2 -- Sidestick 808 -- Snare 9 -- 808 Clap 2 -- 808 Snare -- L9000 Simmons -- 909 Tom Low -- Tom Tone -- 909 Tom Mid -- FX Tom 2 -- 909 Tom Hi -- JM Open Hat -- Ride 7 -- Crash 3 -- CC Cowbell -- Vibraslap 909 -- Bongo High -- Bongo Low -- Bongo Tip -- Conga High -- Conga Low -- Timbale 4 -- Timbale 3 -- Agogo Low Tone -- Pop Cabasa -- Maraca 808 -- Clave 808 -- Woodblock -- Woodblock -- ClosedTriangle 2 -- African HiShaker -- Crowd 2 -- Jazz Hat 2 -- Jazz Hat 1 -- Mid Hat Open -- Crash 4 -- Ride 8 -- Tambourine 4 -- Crash 3 -- Ride 8 -- Guiro Roll -- Guiro Roll -- Open Triangle 2 -- Agogo Low Tone"
